,Кредит (актив),Вклад (пассив),Дата погашения,"Срок погашения, дней","Ставка, %",[ОТВЕТ] Номер группы,Пример группировки (для первых 20 сделок),
1295,0.0,102700000.0,15.06.2018,85,2.1245,18.0,,
1296,0.0,12800000.0,18.06.2018,88,2.145,18.0,,
1297,0.0,109200000.0,18.06.2018,88,2.145,18.0,,
1298,0.0,100000000.0,18.06.2018,88,2.145,18.0,,
1299,10400000.0,0.0,19.06.2018,89,2.1775,19.0,,
1300,76000000.0,0.0,19.06.2018,89,2.1775,19.0,,
1301,12000000.0,0.0,18.05.2018,57,1.8849,14.0,,
1302,0.0,4800000.0,30.04.2018,39,1.7603,13.0,,
1303,55000000.0,0.0,09.05.2018,48,1.7999,13.0,,
1304,0.0,340000000.0,09.05.2018,48,1.7999,13.0,,
1305,31411.22,0.0,16.05.2018,55,2.136,17.0,,
1306,10000000.0,0.0,23.04.2018,32,1.7445,13.0,,
1307,10000000.0,0.0,23.04.2018,32,1.7445,13.0,,
1308,54800000.0,0.0,24.04.2018,33,1.7413,13.0,,
1309,0.0,24900000.0,25.04.2018,34,1.7452,13.0,,
1310,0.0,20700000.0,25.04.2018,34,1.7452,13.0,,
1311,0.0,31500000.0,26.04.2018,35,1.7525,13.0,,
1312,0.0,27300000.0,26.04.2018,35,1.7525,13.0,,
1313,0.0,75000000.0,26.04.2018,35,1.7525,13.0,,
1314,54800000.0,0.0,27.04.2018,36,1.7603,13.0,,
1315,13000000.0,0.0,27.04.2018,36,1.7603,13.0,,
1316,7000000.0,0.0,27.04.2018,36,1.7603,13.0,,
1317,51900000.0,0.0,27.04.2018,36,1.7603,13.0,,
1318,0.0,27400000.0,27.04.2018,36,1.7603,13.0,,
1319,0.0,10000000.0,30.04.2018,39,1.7669,13.0,,
1320,18900000.0,0.0,30.04.2018,39,1.7669,13.0,,
1321,7600000.0,0.0,30.04.2018,39,1.7669,13.0,,
1322,0.0,1200000.0,30.04.2018,39,1.7669,13.0,,
1323,0.0,10000000.0,30.04.2018,39,1.7669,13.0,,
1324,12000000.0,0.0,30.04.2018,39,1.7723,13.0,,
1325,0.0,10000000.0,08.05.2018,47,1.789,13.0,,
1326,109400000.0,0.0,08.05.2018,47,1.789,13.0,,
1327,0.0,85000000.0,29.05.2018,68,1.9436,15.0,,
1328,0.0,22500000.0,16.05.2018,55,1.85,14.0,,
1329,53100000.0,0.0,16.05.2018,55,1.85,14.0,,
1330,0.0,21200000.0,16.05.2018,55,1.85,14.0,,
1331,21200000.0,0.0,16.05.2018,55,1.85,14.0,,
1332,0.0,45300000.0,22.05.2018,61,1.9039,15.0,,
1333,53100000.0,0.0,22.05.2018,61,1.9039,15.0,,
1334,28300000.0,0.0,29.05.2018,68,1.9436,15.0,,
1335,0.0,25500000.0,29.05.2018,68,1.9842,16.0,,
1336,106500000.0,0.0,04.06.2018,74,2.0172,16.0,,
1337,100000000.0,0.0,04.06.2018,74,2.0172,16.0,,
1338,150000000.0,0.0,04.06.2018,74,2.0172,16.0,,
1339,0.0,21300000.0,05.06.2018,75,2.0246,16.0,,
1340,0.0,21300000.0,08.06.2018,78,2.0473,16.0,,
1341,106500000.0,0.0,15.06.2018,85,2.1245,18.0,,
1342,15000000.0,0.0,08.05.2018,47,1.7907,13.0,,
1343,0.0,50000000.0,14.05.2018,53,1.8105,14.0,,
1344,0.0,12500000.0,21.05.2018,60,1.8849,14.0,,
1345,0.0,14500000.0,22.05.2018,61,1.9039,15.0,,
1346,0.0,10400000.0,22.05.2018,61,1.9039,15.0,,
1347,38600000.0,0.0,22.05.2018,61,1.9039,15.0,,
1348,10400000.0,0.0,22.05.2018,61,1.9039,15.0,,
1349,80000000.0,0.0,15.05.2018,54,1.8388,14.0,,
1350,10500000.0,0.0,24.05.2018,63,1.9436,15.0,,
1351,0.0,8300000.0,24.05.2018,63,1.9436,15.0,,
1352,11000000.0,0.0,24.05.2018,63,1.9436,15.0,,
1353,303100000.0,0.0,25.05.2018,64,1.9436,15.0,,
1354,0.0,10400000.0,01.06.2018,71,2.0063,16.0,,
1355,0.0,100000000.0,04.06.2018,74,2.0172,16.0,,
1356,10000000.0,0.0,05.06.2018,75,2.0246,16.0,,
1357,0.0,87921000.0,18.06.2018,88,2.31,21.0,,
1358,56400000.0,0.0,14.05.2018,53,1.8105,14.0,,
1359,0.0,1000000.0,27.04.2018,36,1.7603,13.0,,
1360,9400000.0,0.0,27.04.2018,36,1.7603,13.0,,
1361,12200000.0,0.0,27.04.2018,36,1.7603,13.0,,
1362,0.0,210000000.0,27.04.2018,36,1.7603,13.0,,
1363,0.0,20000000.0,30.04.2018,39,1.7669,13.0,,
1364,0.0,27000000.0,30.04.2018,39,1.7723,13.0,,
1365,0.0,20000000.0,02.05.2018,41,1.7778,13.0,,
1366,9000000.0,0.0,02.05.2018,41,1.7778,13.0,,
1367,106300000.0,0.0,03.05.2018,42,1.787,13.0,,
1368,50000000.0,0.0,08.05.2018,47,1.7907,13.0,,
1369,0.0,25000000.0,10.05.2018,49,1.8105,14.0,,
1370,0.0,47500000.0,14.05.2018,53,1.8334,14.0,,
1371,0.0,13600000.0,14.05.2018,53,1.8334,14.0,,
1372,20000000.0,0.0,14.05.2018,53,1.8334,14.0,,
1373,104400000.0,0.0,16.05.2018,55,1.85,14.0,,
1374,0.0,11000000.0,17.05.2018,56,1.8725,14.0,,
1375,0.0,11000000.0,21.05.2018,60,1.8849,14.0,,
1376,104900000.0,0.0,21.05.2018,60,1.8849,14.0,,
1377,0.0,21000000.0,21.05.2018,60,1.8921,15.0,,
1378,0.0,11000000.0,22.05.2018,61,1.9039,15.0,,
1379,11000000.0,0.0,22.05.2018,61,1.9039,15.0,,
1380,47500000.0,0.0,24.05.2018,63,1.9436,15.0,,
1381,20900000.0,0.0,24.05.2018,63,1.9436,15.0,,
1382,0.0,50000000.0,29.05.2018,68,1.9842,16.0,,
1383,0.0,41000000.0,15.05.2018,54,1.9604,15.0,,
1384,22000000.0,0.0,01.06.2018,71,2.0063,16.0,,
1385,0.0,100000000.0,04.06.2018,74,2.0246,16.0,,
1386,0.0,30000000.0,04.06.2018,74,2.0246,16.0,,
1387,5000000.0,0.0,04.06.2018,74,2.0246,16.0,,
1388,11000000.0,0.0,06.06.2018,76,2.0252,16.0,,
1389,0.0,55400000.0,06.06.2018,76,2.0252,16.0,,
1390,0.0,67000000.0,06.06.2018,76,2.0252,16.0,,
1391,0.0,27200000.0,07.06.2018,77,2.0349,16.0,,
1392,61300000.0,0.0,07.06.2018,77,2.0349,16.0,,
1393,0.0,100000000.0,07.06.2018,77,2.0349,16.0,,
1394,0.0,39000000.0,08.06.2018,78,2.0473,16.0,,
1395,0.0,100000000.0,08.06.2018,78,2.0473,16.0,,
1396,11000000.0,0.0,11.06.2018,81,2.0714,18.0,,
1397,0.0,12000000.0,11.06.2018,81,2.0714,18.0,,
1398,0.0,250000000.0,13.06.2018,83,2.0888,18.0,,
1399,0.0,21100000.0,18.06.2018,88,2.1775,19.0,,
1400,0.0,81582000.0,15.05.2018,54,1.9604,15.0,,
1401,1100000.0,0.0,24.04.2018,33,1.7413,13.0,,
1402,56200000.0,0.0,24.04.2018,33,1.7413,13.0,,
1403,0.0,106000000.0,24.04.2018,33,1.7413,13.0,,
1404,0.0,12300000.0,30.04.2018,39,1.7603,13.0,,
1405,0.0,28700000.0,30.04.2018,39,1.7603,13.0,,
1406,21200000.0,0.0,30.04.2018,39,1.7603,13.0,,
1407,0.0,71600000.0,30.04.2018,39,1.7723,13.0,,
1408,41000000.0,0.0,15.05.2018,54,1.9604,15.0,,
1409,7800000.0,0.0,30.04.2018,39,1.7603,13.0,,
1410,0.0,17900000.0,16.05.2018,55,1.85,14.0,,
1411,0.0,16500000.0,16.05.2018,55,1.85,14.0,,
1412,0.0,132500000.0,16.05.2018,55,1.85,14.0,,
1413,0.0,101500000.0,17.05.2018,56,1.6181,11.0,,
1414,10300000.0,0.0,18.05.2018,57,1.8849,14.0,,
1415,20700000.0,0.0,22.05.2018,61,1.9039,15.0,,
1416,108500000.0,0.0,22.05.2018,61,1.9039,15.0,,
1417,0.0,23100000.0,23.05.2018,62,1.9198,15.0,,
1418,16500000.0,0.0,25.05.2018,64,1.9436,15.0,,
1419,6200000.0,0.0,25.05.2018,64,1.9436,15.0,,
1420,207000000.0,0.0,29.05.2018,68,1.9842,16.0,,
1421,24800000.0,0.0,30.05.2018,69,1.9842,16.0,,
1422,0.0,31000000.0,01.06.2018,71,2.0063,16.0,,
1423,18600000.0,0.0,04.06.2018,74,2.0172,16.0,,
1424,50000000.0,0.0,05.06.2018,75,2.0246,16.0,,
1425,16600000.0,0.0,07.06.2018,77,2.0349,16.0,,
1426,79000000.0,0.0,15.05.2018,54,1.8388,14.0,,
1427,54500000.0,0.0,07.06.2018,77,2.0349,16.0,,
1428,0.0,301500000.0,08.06.2018,78,2.0473,16.0,,
1429,15000000.0,0.0,12.06.2018,82,2.0714,18.0,,
1430,0.0,31200000.0,19.06.2018,89,2.1775,19.0,,
1431,21300000.0,0.0,21.06.2018,91,2.2225,19.0,,
1432,230000000.0,0.0,11.06.2018,81,2.0573,16.0,,
1433,0.0,14400000.0,08.06.2018,78,2.0473,16.0,,
1434,10300000.0,0.0,11.06.2018,81,2.0714,18.0,,
1435,20600000.0,0.0,11.06.2018,81,2.0714,18.0,,
1436,12400000.0,0.0,21.06.2018,91,2.2225,19.0,,
1437,20500000.0,0.0,23.04.2018,32,1.7447,13.0,,
1438,14300000.0,0.0,23.04.2018,32,1.7445,13.0,,
1439,0.0,14300000.0,30.04.2018,39,1.7603,13.0,,
1440,10300000.0,0.0,03.05.2018,42,1.787,13.0,,
1441,26800000.0,0.0,04.05.2018,43,1.787,13.0,,
1442,10800000.0,0.0,04.05.2018,43,1.787,13.0,,
1443,34700000.0,0.0,10.05.2018,49,1.8105,14.0,,
1444,20600000.0,0.0,16.05.2018,55,1.85,14.0,,
1445,0.0,14400000.0,17.05.2018,56,1.8849,14.0,,
1446,0.0,10300000.0,04.06.2018,74,2.0172,16.0,,
1447,10300000.0,0.0,07.06.2018,77,2.0349,16.0,,
1448,10300000.0,0.0,07.06.2018,77,2.0349,16.0,,
1449,0.0,12400000.0,08.06.2018,78,2.0473,16.0,,
1450,10300000.0,0.0,14.06.2018,84,2.1069,18.0,,
1451,0.0,10300000.0,15.06.2018,85,2.1245,18.0,,
1452,12000000.0,0.0,18.06.2018,88,2.1775,19.0,,
1453,10900000.0,0.0,18.05.2018,57,1.8849,14.0,,
1454,95400000.0,0.0,21.05.2018,60,1.8921,15.0,,
1455,20800000.0,0.0,22.05.2018,61,1.9039,15.0,,
1456,10400000.0,0.0,17.05.2018,56,1.8849,14.0,,
1457,95500000.0,0.0,22.05.2018,61,1.9039,15.0,,
1458,0.0,2700000.0,22.05.2018,61,1.9039,15.0,,
1459,0.0,5000000.0,25.05.2018,64,1.9436,15.0,,
1460,0.0,5000000.0,25.05.2018,64,1.9436,15.0,,
1461,0.0,174800000.0,30.05.2018,69,1.9842,16.0,,
1462,0.0,34100000.0,01.06.2018,71,2.0063,16.0,,
1463,0.0,41800000.0,01.06.2018,71,2.0063,16.0,,
1464,0.0,43400000.0,07.06.2018,77,2.0349,16.0,,
1465,0.0,24900000.0,11.06.2018,81,2.0714,18.0,,
1466,10400000.0,0.0,12.06.2018,82,2.0714,18.0,,
1467,119700000.0,0.0,15.05.2018,54,1.8388,14.0,,
1468,7700000.0,0.0,13.06.2018,83,2.0888,18.0,,
1469,200500000.0,0.0,18.06.2018,88,2.1775,19.0,,
1470,0.0,27000000.0,18.06.2018,88,2.1775,19.0,,
1471,120300000.0,0.0,15.05.2018,54,1.8388,14.0,,
1472,15500000.0,0.0,21.06.2018,91,2.2225,19.0,,
1473,240700000.0,0.0,21.05.2018,60,1.8849,14.0,,
1474,10400000.0,0.0,22.05.2018,61,1.9039,15.0,,
1475,0.0,10000000.0,23.05.2018,62,1.9198,15.0,,
1476,16800000.0,0.0,23.04.2018,32,1.7445,13.0,,
1477,50000000.0,0.0,02.05.2018,41,1.7734,13.0,,
1478,0.0,18000000.0,09.05.2018,48,1.7999,13.0,,
1479,0.0,22531.93,18.05.2018,57,2.035,16.0,,
1480,0.0,31540.6,18.05.2018,57,2.04,16.0,,
1481,0.0,11219.09,23.05.2018,62,2.07,17.0,,
1482,0.0,22743.97,23.04.2018,32,2.196,20.0,,
1483,0.0,53359.31,24.04.2018,33,2.75,23.0,,
1484,26598.02,0.0,30.04.2018,39,2.75,23.0,,
1485,26524.42,0.0,08.05.2018,47,2.75,23.0,,
1486,0.0,26524.42,08.05.2018,47,2.75,23.0,,
1487,0.0,8918.16,21.05.2018,60,3.0,26.0,,
1488,0.0,9673.1,29.05.2018,68,3.0,26.0,,
1489,0.0,10273.31,05.06.2018,75,3.0,26.0,,
1490,0.0,11271.33,19.06.2018,89,3.0,27.0,,
1491,8842.28,0.0,21.05.2018,60,2.85,24.0,,
1492,7700000.0,0.0,18.05.2018,57,1.8849,14.0,,
1493,0.0,7700000.0,18.05.2018,57,1.8849,14.0,,
1494,0.0,5200000.0,18.05.2018,57,1.8849,14.0,,
1495,0.0,10000000.0,22.05.2018,61,1.9039,15.0,,
1496,47800000.0,0.0,22.05.2018,61,1.9039,15.0,,
1497,0.0,50000000.0,22.05.2018,61,1.9039,15.0,,
1498,5000000.0,0.0,24.05.2018,63,1.9436,15.0,,
1499,0.0,28600000.0,30.05.2018,69,1.9842,16.0,,
1500,151200000.0,0.0,30.05.2018,69,1.9842,16.0,,
1501,41600000.0,0.0,30.05.2018,69,1.9842,16.0,,
1502,41600000.0,0.0,30.05.2018,69,1.9842,16.0,,
1503,119600000.0,0.0,01.06.2018,71,2.0063,16.0,,
1504,0.0,119000000.0,15.05.2018,54,1.8388,14.0,,
1505,0.0,27100000.0,12.06.2018,82,2.0714,18.0,,
1506,4200000.0,0.0,13.06.2018,83,2.0888,18.0,,
1507,40100000.0,0.0,18.06.2018,88,2.1775,19.0,,
1508,0.0,50000000.0,25.04.2018,34,1.7452,13.0,,
1509,50900000.0,0.0,10.05.2018,49,1.8105,14.0,,
1510,0.0,20500000.0,08.06.2018,78,2.0473,16.0,,
1511,0.0,5100000.0,14.06.2018,84,2.1069,18.0,,
1512,6100000.0,0.0,14.06.2018,84,2.1069,18.0,,
1513,10300000.0,0.0,18.06.2018,88,2.1775,19.0,,
1514,100000000.0,0.0,27.04.2018,36,1.7603,13.0,,
1515,0.0,50000000.0,26.05.2018,65,1.056,4.0,,
1516,0.0,40000000.0,31.05.2018,70,2.5394,22.0,,
1517,20500000.0,0.0,25.04.2018,34,1.7452,13.0,,
1518,0.0,20400000.0,26.04.2018,35,1.7525,13.0,,
1519,10200000.0,0.0,26.04.2018,35,1.7525,13.0,,
1520,10200000.0,0.0,30.04.2018,39,1.7603,13.0,,
1521,10200000.0,0.0,30.04.2018,39,1.7723,13.0,,
1522,0.0,6400000.0,30.04.2018,39,1.7723,13.0,,
1523,0.0,13100000.0,01.05.2018,40,1.7734,13.0,,
1524,0.0,15900000.0,01.05.2018,40,1.7734,13.0,,
1525,23400000.0,0.0,01.05.2018,40,1.7734,13.0,,
1526,29600000.0,0.0,01.05.2018,40,1.7734,13.0,,
1527,48600000.0,0.0,01.05.2018,40,1.7734,13.0,,
1528,10200000.0,0.0,03.05.2018,42,1.787,13.0,,
1529,0.0,10200000.0,03.05.2018,42,1.787,13.0,,
1530,12300000.0,0.0,03.05.2018,42,1.787,13.0,,
1531,0.0,30700000.0,03.05.2018,42,1.787,13.0,,
1532,0.0,500000000.0,04.05.2018,43,1.787,13.0,,
1533,0.0,40900000.0,04.05.2018,43,1.787,13.0,,
1534,6200000.0,0.0,10.05.2018,49,1.8105,14.0,,
1535,10200000.0,0.0,14.05.2018,53,1.8334,14.0,,
1536,14300000.0,0.0,14.05.2018,53,1.8334,14.0,,
1537,0.0,16400000.0,14.05.2018,53,1.8334,14.0,,
1538,0.0,10300000.0,14.05.2018,53,1.8334,14.0,,
1539,0.0,10000000.0,08.05.2018,47,1.7935,13.0,,
1540,0.0,10000000.0,08.05.2018,47,1.7935,13.0,,
1541,31200000.0,0.0,08.05.2018,47,1.7935,13.0,,
1542,0.0,14500000.0,10.05.2018,49,1.8105,14.0,,
1543,6000000.0,0.0,14.05.2018,53,1.82,14.0,,
1544,12500000.0,0.0,15.05.2018,54,1.8388,14.0,,
1545,10000000.0,0.0,16.05.2018,55,1.85,14.0,,
1546,5000000.0,0.0,16.05.2018,55,1.85,14.0,,
1547,6000000.0,0.0,16.05.2018,55,1.85,14.0,,
1548,10000000.0,0.0,17.05.2018,56,1.8849,14.0,,
1549,0.0,10000000.0,21.05.2018,60,1.8921,15.0,,
1550,0.0,15000000.0,21.05.2018,60,1.8921,15.0,,
1551,0.0,10000000.0,21.05.2018,60,1.8921,15.0,,
1552,16600000.0,0.0,23.05.2018,62,1.9198,15.0,,
1553,10000000.0,0.0,23.05.2018,62,1.9198,15.0,,
1554,31200000.0,0.0,24.05.2018,63,1.9436,15.0,,
1555,0.0,20800000.0,24.05.2018,63,1.9436,15.0,,
1556,0.0,10400000.0,29.05.2018,68,1.9563,15.0,,
1557,10400000.0,0.0,01.06.2018,71,2.0063,16.0,,
1558,0.0,10000000.0,04.06.2018,74,2.0172,16.0,,
1559,31300000.0,0.0,04.06.2018,74,2.0246,16.0,,
1560,20800000.0,0.0,04.06.2018,74,2.0172,16.0,,
1561,20000000.0,0.0,04.06.2018,74,2.0246,16.0,,
1562,151000000.0,0.0,04.06.2018,74,2.0246,16.0,,
1563,60543482.51,0.0,04.06.2018,74,2.0246,16.0,,
1564,0.0,10000000.0,06.06.2018,76,2.0252,16.0,,
1565,10400000.0,0.0,06.06.2018,76,2.0252,16.0,,
1566,5300000.0,0.0,07.06.2018,77,2.0349,16.0,,
1567,0.0,104400000.0,08.06.2018,78,2.0473,16.0,,
1568,10000000.0,0.0,11.06.2018,81,2.0573,16.0,,
1569,0.0,10000000.0,11.06.2018,81,2.0573,16.0,,
1570,26000000.0,0.0,07.06.2018,77,2.0349,16.0,,
1571,0.0,104400000.0,11.06.2018,81,2.0714,18.0,,
1572,18800000.0,0.0,13.06.2018,83,2.0888,18.0,,
1573,0.0,10500000.0,13.06.2018,83,2.0888,18.0,,
1574,10000000.0,0.0,13.06.2018,83,2.0888,18.0,,
1575,0.0,16700000.0,14.06.2018,84,2.1069,18.0,,
1576,0.0,10000000.0,14.06.2018,84,2.1069,18.0,,
1577,0.0,10000000.0,14.06.2018,84,2.1069,18.0,,
1578,0.0,8000000.0,18.06.2018,88,2.145,18.0,,
1579,0.0,81000000.0,15.05.2018,54,1.8388,14.0,,
1580,31400000.0,0.0,18.06.2018,88,2.145,18.0,,
1581,0.0,12000000.0,19.06.2018,89,2.1775,19.0,,
1582,0.0,20900000.0,18.06.2018,88,2.1775,19.0,,
1583,14600000.0,0.0,20.06.2018,90,2.2018,19.0,,
1584,0.0,208800000.0,20.06.2018,90,2.2018,19.0,,
1585,110300000.0,0.0,20.06.2018,90,2.2018,19.0,,
1586,261500000.0,0.0,30.04.2018,39,0.8495,0.0,,
1587,82000000.0,0.0,15.05.2018,54,0.98,3.0,,
1588,106100000.0,0.0,01.05.2018,40,1.7734,13.0,,
1589,6400000.0,0.0,01.05.2018,40,1.7734,13.0,,
1590,183500000.0,0.0,02.05.2018,41,1.7778,13.0,,
1591,0.0,10300000.0,30.04.2018,39,1.7603,13.0,,
1592,20600000.0,0.0,30.04.2018,39,1.7723,13.0,,
1593,0.0,90000000.0,30.04.2018,39,1.7723,13.0,,
1594,0.0,27400000.0,03.05.2018,42,1.787,13.0,,
1595,0.0,20600000.0,08.05.2018,47,1.787,13.0,,
1596,10300000.0,0.0,08.05.2018,47,1.7935,13.0,,
1597,14400000.0,0.0,08.05.2018,47,1.7935,13.0,,
1598,0.0,10300000.0,10.05.2018,49,1.8105,14.0,,
1599,0.0,10300000.0,14.05.2018,53,1.8334,14.0,,
1600,0.0,20600000.0,24.05.2018,63,1.9436,15.0,,
1601,14400000.0,0.0,29.05.2018,68,1.9436,15.0,,
1602,0.0,14400000.0,29.05.2018,68,1.9436,15.0,,
1603,0.0,78491509.05,31.05.2018,70,1.9842,16.0,,
1604,10300000.0,0.0,29.05.2018,68,1.9563,15.0,,
1605,10300000.0,0.0,01.06.2018,71,2.0063,16.0,,
1606,10300000.0,0.0,01.06.2018,71,2.0063,16.0,,
1607,0.0,14400000.0,04.06.2018,74,2.0172,16.0,,
1608,14400000.0,0.0,04.06.2018,74,2.0172,16.0,,
1609,0.0,10300000.0,04.06.2018,74,2.0172,16.0,,
1610,200000000.0,0.0,04.06.2018,74,2.0246,16.0,,
1611,0.0,10300000.0,08.06.2018,78,2.0473,16.0,,
1612,20600000.0,0.0,11.06.2018,81,2.0714,18.0,,
1613,10300000.0,0.0,11.06.2018,81,2.0714,18.0,,
1614,0.0,14400000.0,14.06.2018,84,2.1069,18.0,,
1615,0.0,10300000.0,18.06.2018,88,2.145,18.0,,
1616,0.0,14300000.0,30.04.2018,39,1.7603,13.0,,
1617,0.0,10800000.0,02.05.2018,41,1.7778,13.0,,
1618,0.0,14100000.0,04.05.2018,43,1.787,13.0,,
1619,0.0,20500000.0,04.05.2018,43,1.787,13.0,,
1620,20600000.0,0.0,14.05.2018,53,1.8105,14.0,,
1621,0.0,10900000.0,16.05.2018,55,1.85,14.0,,
1622,10400000.0,0.0,16.05.2018,55,1.85,14.0,,
1623,0.0,5400000.0,17.05.2018,56,1.8849,14.0,,
1624,0.0,10300000.0,04.06.2018,74,2.0246,16.0,,
1625,6000000.0,0.0,07.06.2018,77,2.0349,16.0,,
1626,0.0,10300000.0,08.06.2018,78,2.0473,16.0,,
1627,0.0,16500000.0,11.06.2018,81,2.0714,18.0,,
1628,0.0,6000000.0,11.06.2018,81,2.0714,18.0,,
1629,12400000.0,0.0,14.06.2018,84,2.1069,18.0,,
1630,12400000.0,0.0,18.06.2018,88,2.145,18.0,,
1631,20500000.0,0.0,23.04.2018,32,1.7447,13.0,,
1632,67300000.0,0.0,21.05.2018,60,1.8849,14.0,,
1633,0.0,5000000.0,11.06.2018,81,2.0714,18.0,,
1634,8200000.0,0.0,14.06.2018,84,2.1069,18.0,,
1635,0.0,12300000.0,15.06.2018,85,2.1245,18.0,,
1636,0.0,10300000.0,18.06.2018,88,2.145,18.0,,
1637,15300000.0,0.0,18.06.2018,88,2.1775,19.0,,
1638,8200000.0,0.0,18.06.2018,88,2.1775,19.0,,
1639,0.0,50000000.0,08.05.2018,47,1.789,13.0,,
1640,0.0,130000000.0,23.04.2018,32,1.7447,13.0,,
1641,0.0,26400000.0,10.05.2018,49,1.8105,14.0,,
1642,65000000.0,0.0,15.06.2018,85,2.1245,18.0,,
1643,140000000.0,0.0,14.06.2018,84,2.1069,18.0,,
1644,0.0,50000000.0,09.05.2018,48,1.7999,13.0,,
1645,115000000.0,0.0,09.05.2018,48,1.7999,13.0,,
1646,16000000.0,0.0,23.04.2018,32,1.7447,13.0,,
1647,0.0,22000000.0,25.04.2018,34,1.7452,13.0,,
1648,0.0,15000000.0,30.04.2018,39,1.7669,13.0,,
1649,245000000.0,0.0,31.05.2018,70,1.9842,16.0,,
1650,163000000.0,0.0,21.05.2018,60,1.8849,14.0,,
1651,10000000.0,0.0,23.04.2018,32,1.7445,13.0,,
1652,0.0,54700000.0,24.04.2018,33,1.7413,13.0,,
1653,10000000.0,0.0,24.04.2018,33,1.7413,13.0,,
1654,22800000.0,0.0,24.04.2018,33,1.7413,13.0,,
1655,0.0,104000000.0,24.04.2018,33,1.7413,13.0,,
1656,0.0,12500000.0,25.04.2018,34,1.7452,13.0,,
1657,0.0,52000000.0,25.04.2018,34,1.7452,13.0,,
1658,0.0,104000000.0,27.04.2018,36,1.7603,13.0,,
1659,14000000.0,0.0,27.04.2018,36,1.7603,13.0,,
1660,0.0,52000000.0,27.04.2018,36,1.7603,13.0,,
1661,11000000.0,0.0,30.04.2018,39,1.7669,13.0,,
1662,0.0,2500000.0,30.04.2018,39,1.7669,13.0,,
1663,1000000.0,0.0,30.04.2018,39,1.7669,13.0,,
1664,200000000.0,0.0,23.04.2018,32,1.7447,13.0,,
1665,0.0,26000000.0,21.05.2018,60,1.8849,14.0,,
1666,20000000.0,0.0,23.05.2018,62,1.9198,15.0,,
1667,10200000.0,0.0,14.06.2018,84,2.1069,18.0,,
1668,0.0,6100000.0,14.06.2018,84,2.1069,18.0,,
1669,12300000.0,0.0,15.06.2018,85,2.1245,18.0,,
1670,0.0,8200000.0,18.06.2018,88,2.145,18.0,,
1671,0.0,50000000.0,24.05.2018,63,1.03,3.0,,
1672,0.0,11100000.0,01.05.2018,40,1.7734,13.0,,
1673,0.0,17000000.0,16.05.2018,55,1.85,14.0,,
1674,0.0,97000000.0,21.05.2018,60,1.8849,14.0,,
1675,0.0,60000000.0,22.05.2018,61,1.9039,15.0,,
1676,20000000.0,0.0,05.06.2018,75,2.0246,16.0,,
1677,0.0,34000000.0,05.06.2018,75,2.0246,16.0,,
1678,22000000.0,0.0,30.04.2018,39,1.7603,13.0,,
1679,4500000.0,0.0,04.05.2018,43,1.787,13.0,,
1680,2100000.0,0.0,08.05.2018,47,1.787,13.0,,
1681,0.0,12400000.0,08.05.2018,47,1.787,13.0,,
1682,27500000.0,0.0,15.05.2018,54,1.8388,14.0,,
1683,54900000.0,0.0,08.06.2018,78,2.0473,16.0,,
1684,0.0,12800000.0,11.06.2018,81,2.0714,18.0,,
1685,0.0,16300000.0,23.04.2018,32,1.7445,13.0,,
1686,10200000.0,0.0,23.04.2018,32,1.7445,13.0,,
1687,20500000.0,0.0,24.04.2018,33,1.7413,13.0,,
1688,21000000.0,0.0,27.04.2018,36,1.5622,10.0,,
1689,102600000.0,0.0,27.04.2018,36,1.7603,13.0,,
1690,0.0,55000000.0,15.06.2018,85,2.1245,18.0,,
1691,0.0,72100000.0,15.06.2018,85,2.1245,18.0,,
1692,0.0,90000000.0,04.06.2018,74,1.668,12.0,,
1693,0.0,80000000.0,04.06.2018,74,1.668,12.0,,
1694,10300000.0,0.0,26.04.2018,35,1.7525,13.0,,
1695,11300000.0,0.0,30.04.2018,39,1.7603,13.0,,
1696,20500000.0,0.0,04.05.2018,43,1.787,13.0,,
1697,20500000.0,0.0,04.05.2018,43,1.787,13.0,,
1698,12700000.0,0.0,08.05.2018,47,1.787,13.0,,
1699,10200000.0,0.0,08.05.2018,47,1.787,13.0,,
1700,10300000.0,0.0,08.05.2018,47,1.789,13.0,,
1701,0.0,10300000.0,10.05.2018,49,1.8105,14.0,,
1702,10300000.0,0.0,10.05.2018,49,1.8105,14.0,,
1703,10300000.0,0.0,14.05.2018,53,1.8105,14.0,,
1704,38300000.0,0.0,17.05.2018,56,1.8849,14.0,,
1705,0.0,52000000.0,23.05.2018,62,1.9198,15.0,,
1706,0.0,10300000.0,23.05.2018,62,1.9198,15.0,,
1707,0.0,27000000.0,04.06.2018,74,2.0172,16.0,,
1708,0.0,2910881.55,29.05.2018,68,7.75,36.0,,
1709,0.0,5418259.76,30.04.2018,39,3.723,31.0,,
1710,0.0,630619.9,30.04.2018,39,9.125,37.0,,
1711,678172.92,0.0,29.05.2018,68,6.875,35.0,,
1712,0.0,851826.28,29.05.2018,68,6.875,35.0,,
1713,0.0,375731.11,27.04.2018,36,3.0,25.0,,
1714,0.0,905331.69,27.04.2018,36,3.0,25.0,,
1715,41600000.0,0.0,03.05.2018,42,1.787,13.0,,
1716,0.0,31200000.0,08.05.2018,47,1.789,13.0,,
1717,0.0,151400000.0,08.05.2018,47,1.789,13.0,,
1718,180000000.0,0.0,18.06.2018,88,2.1775,19.0,,
